,pre.mean.mCherry,pre.mean.Gi,pre.sd.mCherry,pre.sd.Gi,post.mean.mCherry,post.mean.Gi,post.sd.mCherry,post.sd.Gi
1,103.916666666667,106.583333333333,43.3599277367172,43.8560835073774,115.333333333333,113.166666666667,41.2075309386598,41.2769654745583
2,81.75,74.5,35.6501306895475,32.1544567814338,103.25,103.75,33.7049362448993,35.962417251145
3,86.1666666666667,83,28.4375978186796,31.4671545930327,109.916666666667,109,42.0442587872553,44.9605888023561
4,105.5,105.666666666667,49.9936359586261,43.5750832332869,118.083333333333,115.333333333333,45.2718221279846,42.8153186973017
5,95.6666666666667,97.9166666666667,35.1343740861317,35.2715655072657,125.666666666667,123.416666666667,40.4167681973108,41.4848457179537
