,pre.mean.mCherry,pre.mean.Gi,pre.sd.mCherry,pre.sd.Gi,post.mean.mCherry,post.mean.Gi,post.sd.mCherry,post.sd.Gi
1,39.9090909090909,40.9090909090909,11.9620612392225,10.6906926385014,66.1818181818182,68,18.3511208476114,19.7281524730523
2,46.8181818181818,47.9090909090909,12.3435665981772,13.3824851612437,51.8181818181818,55.7272727272727,8.99797957119466,13.439426394686
3,52.2727272727273,51,13.9935049868924,11.287160847618,50.7272727272727,53.6363636363636,10.7989898517492,10.6044587534935
4,55.7272727272727,54,20.9956705493819,15.0864177325169,56.1818181818182,66.0909090909091,17.1453677815215,34.6971311363189
5,58.3636363636364,54.5454545454545,11.4391671661247,9.25595631324648,59.7272727272727,56.5454545454545,13.3423454391715,16.2564672445377
