,pre.mean.mCherry,pre.mean.Gi,pre.mean.Gq,pre.sd.mCherry,pre.sd.Gi,pre.sd.Gq,post.mean.mCherry,post.mean.Gi,post.mean.Gq,post.sd.mCherry,post.sd.Gi,post.sd.Gq
1,57.3076923076923,53.3076923076923,54.9230769230769,34.1232682475966,33.7648352959718,38.87686016656,67.9230769230769,67,67.8461538461538,41.6802541948054,37.3764631820615,36.626143108091
2,48.6923076923077,48.3846153846154,54.6153846153846,27.0597629189683,26.5409697811342,30.2752331715173,115.230769230769,114.846153846154,114.230769230769,48.4615893365626,48.9827285102381,47.8751046058976
3,90.5384615384615,92.6923076923077,100.769230769231,41.816295437336,41.5318845695381,39.457052276608,75.9230769230769,70.6923076923077,68.7692307692308,46.5465028017887,42.7987239205887,44.7812346229866
4,87.3076923076923,87.4615384615385,87.5833333333333,42.1334875037751,46.2107768538454,39.5852551367605,90.7384615384615,90.6769230769231,80.6615384615385,57.8987411846685,48.4736724735905,48.1674256882792
5,96.2307692307692,89.3846153846154,87.8076923076923,44.671306685899,41.9985881936097,40.3663114807893,70.3846153846154,80.6923076923077,72.8461538461538,40.0052881119869,45.1024474860375,42.2094897581222
